id,title,streetAddress,postalCode,addressLocality,tel,email,url,image,logo,restauranteEnHotel,socioHoreca,sinGluten,fincaCatering,servesCuisine,accesibilidad,comment,tenedores,capacidad,geometry,lastUpdated,description,link
"http://www.zaragoza.es/api/recurso/turismo/restaurante/14","RESTAURANTE EL CACHIRULO","Ctra. de Logroño Km. 1,500","50011","Zaragoza","","congresos@elcachirulo.es","http://www.elcachirulo.es","/cont/paginas/turismo/oficina/rsc/img/empresa/062.-RTeCachiruloAP.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/059-el-cachirulo.gif","","true","","","","<div><img src=""http://www.zaragoza.es/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" alt=""Accesible con Acompañante""/>Accesible con Acompañante</div><ul><li> Acceso:  Adaptado. Rampa de acceso por un lateral del restaurante a los jardines</li><li>Ascensor en zona interior</li><li>Aseos Adaptados: No</li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","Ubicado en un grandioso y elegante edificio de corte aragonés, El Cachirulo tiene varios salones con capacidad de entre 30 y 600 personas. Está rodeado de amplios jardines y ofrece platos como la ensalada de hortalizas asadas sobre salmorejo de tomare, albahaca, láminas de bacalao y aderezadas con aceite de gorbinas.","2","1500","671271.45 4615302.48",2016-09-21T00:00:00Z,"Ctra. de Logroño Km. 1,500 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976796323","/ciudad/turismo/es/agenda/detalle_Restaurante?id=14&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/26","RESTAURANTE GAYARRE","Ctra. Aeropuerto, 370","50190","Garrapinillos (Zaragoza)","","gayarre@restaurantegayarre.com","http://www.restaurantegayarre.com","/cont/paginas/turismo/oficina/rsc/img/empresa/gayarre2.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/73-gayarre.gif","","true","","","","<div><img src=""http://www.zaragoza.es/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt="" Accesible""/>  Accesible</div><ul><li> Acceso:  Acceso a uno de los salones a cota cero y los demás con pequeño escalón salvable con cuña</li><li>Aseos Adaptados: Sí</li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","Chalet con amplios y cuidados jardines, bodega amplia y surtida, parking propio.","2","320","669278.71 4614633.81",2016-09-22T00:00:00Z,"Ctra. Aeropuerto, 370 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976344386","/ciudad/turismo/es/agenda/detalle_Restaurante?id=26&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/61","GUETARIA","C/ Madre Vedruna, 10","50008","Zaragoza","","","","","","","","","","","","N:56","2","56","676456.11 4612895.14",2016-07-24T00:00:00Z,"C/ Madre Vedruna, 10 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 21 53 16","/ciudad/turismo/es/agenda/detalle_Restaurante?id=61&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/134","GARDEN","C/ San Juan Bosco, 3","50009","Zaragoza","","restaurante@restaurantegarden.com","http://www.restaurantegarden.com","/cont/paginas/turismo/oficina/rsc/img/empresa/garden2.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/72-garden.gif","","true","","","","","Restaurante especializado en banquetes que ahora ofrece también menús del día a precios asequibles. Elabora ensaldas y pescados de gran calidad. Con capacidad de 450 personas, Garden consta de dos plantas y ofrece la posibilidad de dividirse en salones para menos capacidad.","2","720","674990.66 4612671.41",2016-07-15T00:00:00Z,"C/ San Juan Bosco, 3 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 55 16 25","/ciudad/turismo/es/agenda/detalle_Restaurante?id=134&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/145","RESTAURANTE PARRILLA DE ALBARRACÍN","Pza. del Carmen, 1-2-3","50004","Zaragoza","","info@parrillaalbarracin.com","http://www.parrillaalbarracin.com","/cont/paginas/turismo/oficina/rsc/img/empresa/parrilla2.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/87-parrilla-albarracin.gif","","true","","","","","Bombones de patata de cordero deshuesada con setas, migas siglo XXI, jarrete de ternasco sobre puré de berza en guiso de vino tinto y rebozuelos y un ""postre de leche"" son algunas de las especialidades de este establecimiento situado en pleno centro, muy cerca de un aparcamiento público. Su cocins se basa en la actualización del recetario aragonés y posee una amplia bodega.","2","66","676226.31 4613390.45",2016-09-22T00:00:00Z,"Pza. del Carmen, 1-2-3 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 15 81 00","/ciudad/turismo/es/agenda/detalle_Restaurante?id=145&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/149","RESTAURANTE LA MATILDE","C/ Predicadores, 7","50003","Zaragoza","","luispuyuelo@gmail.com","http://www.lamatilde.com","/cont/paginas/turismo/oficina/rsc/img/empresa/la%20matilde_1.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/80-la-matilde.gif","","true","","","","","Veterano restautante con cocina de calidad en la que destacan especialidades como la lasagna de morcilla de Burgos y hortalizas con emulsión de piquillos o el arroz negro gratinado con alioli de reineta. Cuentan con una de las mejores bodegas de España y con una decoración repleta de antigüedades y objetos de coleccionista, como placas de cava o anillas de puros. Hay un menú degustación por 43.50 euros.","1","60","676360.98 4614064.15",2016-07-20T00:00:00Z,"C/ Predicadores, 7 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 43 34 43","/ciudad/turismo/es/agenda/detalle_Restaurante?id=149&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/177","EL FORO","C/ Eduardo Ibarra, 4.","50009","Zaragoza","","elforo@elforo98.com","http://www.elforo98.com","/cont/paginas/turismo/oficina/rsc/img/empresa/espumosos_2.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/069-el-foro.gif","","true","","","Sin Gluten","<div><img src=""http://www.zaragoza.es/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" alt=""Icono de Accesible con Acompañante""/>Accesible con Acompañante</div><ul><li> Acceso: Adaptado.  Comunica el restaurante por un acceso con rampa a través de la Residencia de ancianos MAZA</li><li>Aseos Adaptados: No</li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","Restaurante El Foro, se encuentra en una ubicación estratégica; frente al Auditorio - Palacio de Congresos y al campo de fútbl La Romareda. Está a 10 minutos de la estación de tren Delicias y a 20 minutos del aueropuerto de Zaragoza. Contamos con un espacio único e ideal para cada ocasión; el restaurante, la terraza - cenador cubierta, el salón de banquetes y 3 comedores privados. Bodas, comuniones, bautizos, comidas y reuniones de empresa. Al lado de un amplio aparcamiento.","2","360","674800.5 4611970.5",2016-07-24T00:00:00Z,"C/ Eduardo Ibarra, 4. <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 35 11 04","/ciudad/turismo/es/agenda/detalle_Restaurante?id=177&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/179","ROGELIOS","C/ Eduardo Ibarra, 10","50009","Zaragoza","","correo@rogelios.es","http://www.rogelios.es","/cont/paginas/turismo/oficina/rsc/img/empresa/restrogelios.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/060-rogelios.gif","","true","","","","<div><img src=""http://www.zaragoza.es/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt=""Accesible""/>Accesible </div><ul><li> Acceso:  Adaptado con Rampa</li><li>Aseos Adaptados: Sí</li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","Restaurante decorado con antigüedades del seglo XV. Preparan platos como la parrillada de verduras naturales con aceite del Bajo Aragón, solomillo de ternera asturiana al foie y pescados de temporada. Está situado junto a un gran aparcamiento público.","2","662","674708.55 4611839.55",2016-06-16T00:00:00Z,"C/ Eduardo Ibarra, 10 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 35 89 50","/ciudad/turismo/es/agenda/detalle_Restaurante?id=179&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/186","LOS DELFINES","C/ Santander, 31","50010","Zaragoza","","","http://www.restaurantelosdelfines.com","","","","","","","","","","1","160","675173.12 4613157.54",2016-07-26T00:00:00Z,"C/ Santander, 31 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 56 43 96","/ciudad/turismo/es/agenda/detalle_Restaurante?id=186&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/192","GOYESCO","C/ Manuel Lasala, 44","50006","Zaragoza","","goyesco@restaurantegoyesco.com","","","","","","","","","<div><img src=""http://www.zaragoza.es/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" alt=""Icono de Accesible con Acompañante""/>Accesible con Acompañante</div><ul><li> Acceso: Pequeño escalón</li><li>Aseos Adaptados: No</li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","","2","205","675276.99 4611897.42",2016-06-16T00:00:00Z,"C/ Manuel Lasala, 44 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 35 68 70","/ciudad/turismo/es/agenda/detalle_Restaurante?id=192&op=t"
