PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
180720;"Junta Municipal del Distrito de Arganzuela";"";" De lunes a viernes de 9 a 14 horas. 
 Los horarios especiales se especifican en cada una de las dependencias. ";"";" Metro: Legazpi (líneas, 3, 6) 
 Bus: 6, 18, 62, 78, 148 ";" Consulte la localización y el horario de la  Oficina de Línea Madrid de Arganzuela , donde se prestan los servicios de registro, padrón e información. ";"1";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3ca05c2cdc41c010VgnVCM2000000c205a0aRCRD";"CHOPERA";"PASEO";"V";"10";"";"";"";"";"MADRID";"MADRID";"28045";"CHOPERA";"ARGANZUELA";"440824";"4471863";"40.3933877847248";"-3.698565632659468";"consulte la pestaña &quot;Más información&quot;.                                               
";"";"";"/contenido/entidadesYorganismos/AyuntamientoMadrid/Distritos"; 
179947;"Junta Municipal del Distrito de Barajas";"";" De lunes a viernes de 9 a 14 horas. 
 Los horarios especiales se especifican en cada una de las dependencias. ";"";" Metro: Barajas (línea 8) 
 Bus: 101, 105, 115 ";" Consulte la localización y el horario de la  Oficina de Línea Madrid de Barajas , donde se prestan los servicios de registro, padrón e información. ";"1";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=82d05c2cdc41c010VgnVCM2000000c205a0aRCRD";"MERCURIO";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28042";"CASCO H.BARAJAS";"BARAJAS";"451135";"4480825";"40.47479357890765";"-3.577768444536064";"consulte la pestaña &quot;Más información&quot;.                                                    
";"";"";"/contenido/entidadesYorganismos/AyuntamientoMadrid/Distritos"; 
184332;"Junta Municipal del Distrito de Carabanchel";"";" De lunes a viernes de 9 a 14 horas. 
 Los horarios especiales se especifican en cada una de las dependencias. ";"";" Bus: 34, 108 ";" Consulte la localización y el horario de la  Oficina de Línea Madrid de Carabanchel , donde se prestan los servicios de registro, padrón e información. ";"1";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=63688aa6bd91f010VgnVCM1000000b205a0aRCRD";"CARABANCHEL";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28025";"PUERTA BONITA";"CARABANCHEL";"437184";"4470458";"40.38046387365159";"-3.7413135828951924";"consulte la pestaña &quot;Más información&quot;.                                                                         
";"";"jmcarabanchel@madrid.es";"/contenido/entidadesYorganismos/AyuntamientoMadrid/Distritos"; 
184108;"Junta Municipal del Distrito de Centro";"";" De lunes a viernes de 9 a 14 horas. 
 Los horarios especiales se especifican en cada una de las dependencias. ";"";" Metro: Sol (líneas 1, 2, 3), Ópera (líneas 2, 5, R) 
 Bus: 3, 5, 15, 20, 50, 51, 52, 53, 150 ";" Consulte la localización y el horario de la  Oficina de Línea Madrid de Centro , donde se prestan los servicios de registro, padrón e información. ";"1";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0ba88aa6bd91f010VgnVCM1000000b205a0aRCRD";"MAYOR";"CALLE";"V";"72";"";"";"";"";"MADRID";"MADRID";"28013";"PALACIO";"CENTRO";"439805";"4474330";"40.41553854185091";"-3.7108053614187186";"consulte la pestaña &quot;Más información&quot;.                                                          
";"";"";"/contenido/entidadesYorganismos/AyuntamientoMadrid/Distritos"; 
182884;"Junta Municipal del Distrito de Chamartín";"";" De lunes a viernes de 9 a 14 horas. 
 Los horarios especiales se especifican en cada una de las dependencias. ";"";" Metro: Cruz del Rayo (línea 9), Prosperidad (línea 4) 
 Bus: 7, 16, 19, 29, 51, 52 ";" Consulte la localización y el horario de la  Oficina de Línea Madrid de Chamartín , donde se prestan los servicios de registro, padrón e información. ";"1";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4cd88aa6bd91f010VgnVCM1000000b205a0aRCRD";"PRINCIPE DE VERGARA";"CALLE";"V";"142";"";"";"";"";"MADRID";"MADRID";"28002";"CIUDAD JARDIN";"CHAMARTIN";"442605";"4477567";"40.44489723228663";"-3.6780972922453685";"consulte la pestaña &quot;Más información&quot;.                                                               
";"";"jmchamartin@madrid.es";"/contenido/entidadesYorganismos/AyuntamientoMadrid/Distritos"; 
183017;"Junta Municipal del Distrito de Chamberí";"";" De lunes a viernes de 9 a 14 horas. 
 Los horarios especiales se especifican en cada una de las dependencias. ";"";" Metro: Iglesia (línea 1) 
 Bus: 3, 40, 147 ";" Consulte la localización y el horario de la  Oficina de Línea Madrid de Chamberí , donde se prestan los servicios de registro, padrón e información. ";"1";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3fae0a47f441f010VgnVCM2000000c205a0aRCRD";"CHAMBERI";"PLAZA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"440980";"4476265";"40.43305424706676";"-3.6971367503492316";"consulte la pestaña &quot;Más información&quot;.                                                                                      
";"";"gdchamberi@madrid.es";"/contenido/entidadesYorganismos/AyuntamientoMadrid/Distritos"; 
180085;"Junta Municipal del Distrito de Ciudad Lineal";"";" De lunes a viernes de 9 a 14 horas. 
 Los horarios especiales se especifican en cada una de las dependencias. ";"";" Metro: Ciudad Lineal (línea 5) , Pueblo Nuevo (línea 5, 7) 
 Bus: 4, 38, 48, 70, 77, 105, 109,  775 ";" Consulte la localización y el horario de la  Oficina de Línea Madrid de Ciudad Lineal , donde se prestan los servicios de registro, padrón e información. ";"1";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f5de0a47f441f010VgnVCM2000000c205a0aRCRD";"HERMANOS GARCIA NOBLEJAS";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28037";"PUEBLO NUEVO";"CIUDAD LINEAL";"446085";"4476553";"40.43599597484312";"-3.636977491626707";"consulte la pestaña &quot;Más información&quot;.                                                       
";"";"";"/contenido/entidadesYorganismos/AyuntamientoMadrid/Distritos"; 
180292;"Junta Municipal del Distrito de Fuencarral - El Pardo";"";" De lunes a jueves de 8:30 a 17 horas. Viernes de 8:30 a 14 horas. Sábados, domingos y festivos cerrado. 
 Los horarios especiales se especifican en cada una de las dependencias.  ";"";" Metro: Barrio del Pilar (línea 9), Peñagrande (línea 7), Avenida de la Ilustración (línea 7) 
 Bus: 42, 49, 83, 128, 132, 137 ";" Consulte la localización y el horario de las  Oficinas de Línea Madrid de Fuencarral - El Pardo , donde se prestan los servicios de registro, padrón e información. ";"1";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bcfe0a47f441f010VgnVCM2000000c205a0aRCRD";"MONFORTE DE LEMOS";"AVENIDA";"V";"40";"";"";"";"";"MADRID";"MADRID";"28029";"EL PILAR";"FUENCARRAL-EL PARDO";"439943";"4481321";"40.478526343687925";"-3.709841173334448";"consulte la pestaña &quot;Más información&quot;.                                                                 
";"";"";"/contenido/entidadesYorganismos/AyuntamientoMadrid/Distritos"; 
182798;"Junta Municipal del Distrito de Hortaleza";"";" De lunes a viernes de 9 a 14 horas. 
 Los horarios especiales se especifican en cada una de las dependencias. ";"";" Bus: 9 ,72 ,73 ";" Consulte la localización y el horario de las  Oficinas de Línea Madrid de Hortaleza , donde se prestan los servicios de registro, padrón e información. ";"1";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=732f0a47f441f010VgnVCM2000000c205a0aRCRD";"CANILLAS";"CARRETERA";"V";"2";"";"";"";"";"MADRID";"MADRID";"28043";"CANILLAS";"HORTALEZA";"444396";"4479562";"40.46299114016909";"-3.6571542769919407";"consulte la pestaña &quot;Más información&quot;.                                                     
";"";"jmhortaleza@madrid.es";"/contenido/entidadesYorganismos/AyuntamientoMadrid/Distritos"; 
181206;"Junta Municipal del Distrito de Latina";"";" De lunes a viernes de 9 a 14 horas. 
 Los horarios especiales se especifican en cada una de las dependencias. ";"";" Metro: Aluche (línea 5) 
 Bus: 17 , 31 , 117 , 121 , 131 , 138 , 139, 155  
 Renfe: Aluche, Fanjul ";" Consulte la localización y el horario de la  Oficina de Línea Madrid de Latina , donde se prestan los servicios de registro, padrón e información. ";"1";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3a4f0a47f441f010VgnVCM2000000c205a0aRCRD";"GENERAL FANJUL";"AVENIDA";"V";"2";"";"A";"";"";"MADRID";"MADRID";"28044";"LAS AGUILAS";"LATINA";"435243";"4470971";"40.38493634769686";"-3.764230286224537";"consulte la pestaña &quot;Más información&quot;.                                                                                    
";"";"";"/contenido/entidadesYorganismos/AyuntamientoMadrid/Distritos"; 
